token	freq_train	freq_val	freq_test	freq_all
keponakan	6	0	0	6
brand	6	2	2	10
muat	6	0	0	6
maps	6	0	0	6
cpns	6	0	0	6
au	6	0	0	6
kreasi	6	0	0	6
lagi-lagi	6	0	1	7
yi	6	0	0	6
cheesy	6	0	0	6
kadang-kadang	6	0	0	6
5a	6	0	0	6
fav	6	1	0	7
membingungkan	6	0	0	6
dipisah	6	2	0	8
melawan	6	0	1	7
tumbuhan	6	0	0	6
menumpuk	6	0	0	6
memperhatikan	6	0	0	6
dipati	6	1	0	7
verde	6	0	0	6
yusuf	6	1	0	7
resort	6	2	0	8
topi	6	0	0	6
acar	6	2	1	9
menggambarkan	6	0	0	6
darah	6	1	0	7
dihiasi	6	0	0	6
melewatkan	6	0	0	6
ditaruh	6	0	0	6
keuangan	6	0	3	9
ketiam	6	1	0	7
objek	6	3	0	9
giant	6	0	0	6
alur	6	0	1	7
26	6	0	1	7
singkat	6	0	0	6
28	6	2	0	8
2012	6	1	0	7
kelewat	6	1	0	7
instagramable	6	0	0	6
martadinata	6	0	0	6
konser	6	0	0	6
light	6	2	0	8
mengeluh	6	0	1	7
sudrajat	6	2	0	8
seblak	6	0	0	6
singkatan	6	0	0	6
eksterior	6	2	0	8
lihat-lihat	6	1	0	7
carte	6	0	0	6
mustika	6	0	0	6
sampek	6	0	0	6
sepakat	6	0	0	6
<	6	0	0	6
almond	6	0	0	6
32	6	0	0	6
self	6	0	0	6
eye	6	3	0	9
creme	6	0	0	6
dipotong	6	0	0	6
unpar	6	1	0	7
ring	6	1	0	7
jenderal	6	0	1	7
mc	6	1	0	7
fire	6	0	0	6
menghubungi	6	0	5	11
abis	6	0	0	6
menyesatkan	6	0	0	6
balas	6	2	1	9
mancur	6	0	0	6
flat	6	0	0	6
april	6	1	0	7
dipajang	6	4	0	10
monkey	6	0	0	6
group	6	0	0	6
memaksa	6	1	0	7
ketan	6	0	2	8
keamanan	6	2	1	9
bodas	6	2	0	8
menghalangi	6	1	0	7
apo	6	1	0	7
bts	6	0	2	8
spageti	6	1	0	7
monopoli	6	0	0	6
jk	6	2	0	8
terhibur	6	0	0	6
rt	6	0	0	6
areal	6	0	0	6
mk	6	0	0	6
mikirin	6	0	4	10
skor	6	0	0	6
copot	6	1	0	7
dayang	6	1	0	7
narkoba	6	0	0	6
kelembekan	6	0	1	7
kehilangan	6	1	0	7
referensi	6	0	0	6
pengkhianat	6	0	0	6
kategori	6	0	0	6
fase	6	0	0	6
asu	6	1	0	7
pemprov	6	0	0	6
makmur	6	0	0	6
style	6	0	0	6
kemanisan	6	1	0	7
pameran	6	0	1	7
mizwar	6	0	0	6
kenakan	6	0	0	6
cireng	6	1	0	7
pribumi-pribumi	6	0	0	6
ketenangan	6	1	0	7
lubang	6	0	0	6
larut	6	1	0	7
goulash	6	0	0	6
industri	6	2	0	8
mozaru	6	3	0	9
pedes	6	1	0	7
advisor	6	1	0	7
kekayaan	6	0	2	8
kekuatan	6	0	0	6
membiarkan	6	0	0	6
sedia	6	0	0	6
du	6	0	0	6
kelamaan	6	1	0	7
india	6	2	2	10
tampaknya	6	0	0	6
keliatan	6	0	0	6
ustaz	6	1	0	7
adat	6	0	2	8
ahokers	6	2	0	8
cm	6	0	0	6
roti-roti	6	0	0	6
cangkir	6	1	0	7
jahat	6	3	0	9
nampaknya	6	1	0	7
keliling	6	4	1	11
gallery	6	1	0	7
hakim	6	0	0	6
seger	6	0	0	6
booth	6	0	0	6
mesjid	6	1	0	7
kejauhan	6	0	0	6
american	6	0	0	6
nyempil	6	0	0	6
ruhut	6	3	0	9
cup	6	1	1	8
terburuk	6	0	0	6
kerlap	6	0	0	6
kayu-kayu	6	0	0	6
emak	6	1	0	7
penista	6	2	0	8
layang	6	0	0	6
budi	6	2	0	8
terbenam	6	0	0	6
dibagi	6	0	0	6
sd	6	1	0	7
fo	6	4	0	10
mozarella	6	1	0	7
penjara	6	0	0	6
lenyapkan	6	1	0	7
website	6	0	0	6
kebencian	6	4	0	10
fi	6	1	0	7
dipakar	6	0	0	6
dori	6	0	0	6
kopo	6	1	0	7
grand	6	2	1	9
fitur	6	0	1	7
berbicara	6	0	2	8
travel	6	3	0	9
ras	6	1	0	7
tasikmalaya	6	0	0	6
cashback	6	1	1	8
bersikap	6	0	0	6
pendatang	6	0	0	6
perbaiki	6	1	0	7
najis	6	0	0	6
fraksi	6	0	0	6
pemeliharaan	6	1	0	7
berlama	6	0	0	6
hening	6	1	0	7
kaos	6	0	0	6
penawaran	6	0	0	6
pulen	6	2	0	8
menuduh	6	0	0	6
mesum	6	0	0	6
mention	6	0	1	7
masturi	6	0	0	6
berkah	6	0	0	6
cappucino	6	0	0	6
ibukota	6	0	0	6
sesaat	6	0	0	6
perilaku	6	0	0	6
penipu	6	1	1	8
dicek	6	1	1	8
jangkau	6	1	0	7
menyembah	6	0	0	6
seiring	6	1	0	7
menyampaikan	6	1	3	10
bayangkan	6	0	0	6
berlemak	6	0	0	6
300	6	0	0	6
pantat	6	0	0	6
dibalas	6	1	2	9
apbd	6	1	0	7
indomi	6	2	0	8
depok	6	2	1	9
bertebaran	6	0	0	6
small	6	0	0	6
mengasyikkan	6	0	0	6
depot	6	0	0	6
nasib	6	1	1	8
soekarno	6	3	0	9
caffe	6	0	0	6
dikelola	6	0	0	6
yenny	6	1	0	7
menghadirkan	6	1	0	7
with	6	1	0	7
salahkan	6	0	0	6
menghasilkan	6	0	1	7
pembakaran	6	1	0	7
berpolitik	6	0	0	6
belain	6	0	0	6
budha	6	0	0	6
toping	6	0	0	6
citylight	6	1	0	7
fungsi	6	2	2	10
bercampur	6	0	0	6
penjahat	6	3	1	10
koar-koar	6	0	0	6
bobrok	6	0	0	6
tripadvisor	6	2	0	8
bertempat	6	0	0	6
pesanlah	6	0	0	6
kabut	6	0	0	6
traditional	6	2	0	8
berdebu	6	0	0	6
google	6	2	1	9
tungku	6	1	0	7
bolong	6	1	0	7
mak	6	3	0	9
tegas	6	0	0	6
kode	6	1	5	12
sendirian	6	1	0	7
fries	6	3	0	9
moi	6	0	0	6
berdasarkan	6	0	0	6
combo	6	0	0	6
ialah	6	4	0	10
212	6	0	0	6
gempol	6	0	0	6
siram	6	2	0	8
pilhan	6	2	0	8
syariah	6	0	1	7
sausage	6	2	0	8
met	6	0	0	6
berkeliaran	6	0	0	6
buktikan	6	0	0	6
new	6	3	1	10
monster	6	0	0	6
blog	6	0	0	6
ngumpul	6	1	0	7
zona	6	0	0	6
gading	6	0	0	6
lai	6	1	0	7
sembarang	6	0	0	6
sesungguhnya	6	0	0	6
hainam	6	1	0	7
putuskan	6	1	0	7
berkata	6	2	0	8
deretan	6	2	0	8
kekalahan	6	0	0	6
blueberry	6	0	0	6
berfaedah	6	0	4	10
120	6	2	0	8
log	6	0	0	6
1,5	6	0	0	6
provinsi	6	2	1	9
serasi	6	2	0	8
serang	6	0	0	6
oey	6	0	0	6
bleu	6	1	0	7
gudang	6	0	1	7
ngumpet	6	1	1	8
nom	6	0	0	6
keturunan	6	0	0	6
mitra	6	0	1	7
destinasi	6	4	0	10
terganggu	6	0	2	8
bupati	6	2	0	8
disimpan	6	1	0	7
berbumbu	6	0	0	6
counter	6	0	0	6
wan	6	1	0	7
smartfren	6	0	0	6
terharu	6	1	0	7
sehari-hari	6	0	0	6
nyanyi	6	1	1	8
kesegaran	6	1	0	7
penumpang	6	0	2	8
citywalk	6	0	0	6
sesekali	6	1	0	7
sesampai	6	1	0	7
sepak	6	0	2	8
tajam	6	0	0	6
float	6	0	1	7
bgtu	6	0	0	6
pembantu	6	1	0	7
hypersquare	6	0	0	6
idr	6	0	0	6
mencatat	6	3	0	9
harga-harga	6	1	0	7
melupakan	6	0	0	6
tuk	6	0	1	7
balon	6	0	0	6
gemerlap	6	0	0	6
tsb	6	1	1	8
redup	6	1	0	7
astaga	6	1	0	7
debit	6	1	1	8
sering-sering	6	2	1	9
seekor	6	0	0	6
partai-partai	6	1	0	7
real	6	0	2	8
merauke	6	0	0	6
tren	6	3	0	9
resor	6	1	0	7
ludes	6	0	0	6
besi	6	0	0	6
diperlukan	6	0	0	6
front	6	0	0	6
polling	6	2	0	8
nyali	6	1	0	7
ayah	6	0	0	6
rempah-rempah	6	0	0	6
representatif	6	2	0	8
unggun	6	1	0	7
merapat	6	0	0	6
cakwe	6	0	0	6
lunch	6	0	0	6
kesabaran	6	1	0	7
trunojoyo	6	3	0	9
logo	6	1	1	8
menyerupai	6	0	0	6
plang	6	0	0	6
ukur	6	1	0	7
berlangganan	6	1	0	7
like	6	0	1	7
senyuman	6	2	0	8
drive	6	2	0	8
5000	6	0	0	6
cairo	6	0	0	6
mozzarella	6	0	0	6
pojok	6	0	0	6
prof	6	0	0	6
sekilas	6	2	0	8
berjuang	6	0	0	6
banteng	6	1	0	7
melaporkan	6	0	0	6
jemput	6	0	0	6
signal	6	0	0	6
visi	6	0	1	7
berkedok	6	0	0	6
majelis	6	0	0	6
ratakan	6	0	0	6
diandalkan	6	0	0	6
isna	6	0	0	6
fokus	6	2	0	8
kalipah	6	1	0	7
tau	6	3	0	9
pabrik	6	0	0	6
titik	6	3	0	9
menyala	6	1	0	7
kesibukan	6	1	0	7
enakan	6	1	0	7
definitely	6	0	0	6
sma	6	0	0	6
dibelakang	6	0	0	6
sengsara	6	0	0	6
pengurus	6	0	0	6
apel	5	2	1	8
sampaikan	5	0	0	5
batas	5	0	0	5
atap	5	1	0	6
menghirup	5	0	0	5
monoton	5	0	0	5
maklumlah	5	0	0	5
mengulang	5	1	0	6
timbangan	5	0	0	5
terbanyak	5	0	0	5
pertigaan	5	0	0	5
cewek	5	0	0	5
basic	5	0	0	5
bubuk	5	1	3	9
langkah	5	0	0	5
menantang	5	0	0	5
crew	5	1	0	6
buaya	5	0	0	5
buih	5	0	0	5
pelancong	5	0	0	5
mempesona	5	0	0	5
tolonglah	5	0	0	5
nasabah	5	1	2	8
purbasari	5	0	0	5
mulyani	5	0	1	6
menunjang	5	0	0	5
dine	5	0	0	5
bapao	5	2	0	7
panggilan	5	0	5	10
pembuatan	5	0	1	6
cash	5	0	1	6
bibir	5	0	0	5
perlakuan	5	1	0	6
keluarkan	5	1	0	6
netizen	5	1	0	6
pandangan	5	2	0	7
mantaplah	5	0	0	5
pandang	5	1	1	7
pancong	5	1	0	6
nama-nama	5	1	0	6
merogoh	5	1	0	6
reformasi	5	0	1	6
reklamasi	5	1	0	6
menyusuri	5	1	0	6
bunyi	5	2	0	7
luarbiasa	5	0	0	5
barn	5	1	0	6
selamanya	5	0	0	5
cemas	5	0	0	5
secangkir	5	0	0	5
menusuk	5	0	0	5
bale	5	0	0	5
wadah	5	1	0	6
kolonel	5	0	0	5
tambahkan	5	0	0	5
koleksi	5	5	1	11
pengusaha	5	0	0	5
biang	5	1	0	6
malahan	5	1	2	8
warni	5	1	0	6
white	5	0	1	6
pemikiran	5	3	0	8
konflik	5	0	0	5
doki	5	0	0	5
menginjak	5	2	0	7
coco	5	0	0	5
melanda	5	1	0	6
2000	5	0	0	5
peringkat	5	0	1	6
outdoor	5	1	0	6
ojolali	5	0	0	5
meja-meja	5	1	0	6
cocol	5	0	0	5
internetan	5	2	0	7
yudhoyono	5	0	0	5
sekali-kali	5	0	0	5
cibadak	5	1	0	6
creamy	5	0	0	5
pekat	5	0	0	5
peach	5	0	0	5
menyejukkan	5	0	0	5
cab	5	1	0	6
menyebarkan	5	0	0	5
caf	5	1	0	6
patty	5	0	0	5
mewakili	5	1	0	6
car	5	1	2	8
ceramah	5	3	0	8
cgv	5	0	1	6
menghormati	5	0	0	5
runner	5	0	0	5
cikawao	5	0	0	5
asa	5	0	0	5
indri	5	1	0	6
mendidik	5	2	0	7
candle	5	1	0	6
mencolok	5	0	0	5
mendadak	5	0	0	5
plain	5	0	0	5
mendekat	5	1	0	6
rumah-rumah	5	0	0	5
cottage	5	0	0	5
ciamik	5	1	0	6
pisau	5	0	0	5
menempuh	5	2	0	7
rekan-rekan	5	1	0	6
charge	5	0	0	5
pinus	5	0	0	5
mengatur	5	1	0	6
catatan	5	1	1	7
pakta	5	0	0	5
menampilkan	5	1	0	6
bertema	5	0	0	5
hdl	5	0	0	5
janji-janji	5	0	0	5
biarpun	5	1	1	7
im3	5	0	0	5
penganan	5	0	0	5
foldedhands	5	4	0	9
public	5	0	1	6
got	5	3	0	8
duduk-duduk	5	1	0	6
energi	5	1	0	6
penghina	5	1	0	6
disampaikan	5	0	0	5
diperbanyak	5	0	0	5
kab	5	0	0	5
pantesan	5	0	1	6
kekenyangan	5	0	0	5
dpc	5	0	0	5
november	5	0	1	6
dpd	5	0	0	5
difoto	5	0	0	5
dihias	5	0	0	5
ego	5	2	0	7
bulanan	5	0	0	5
onion	5	0	0	5
etc	5	3	0	8
brandal	5	1	0	6
oneng	5	0	0	5
brownis	5	0	0	5
brokoli	5	1	0	6
konsistensi	5	0	1	6
fui	5	0	0	5
nyepi	5	3	0	8
cancel	5	1	1	7
50k	5	0	0	5
waspada	5	1	0	6
siapa-siapa	5	0	0	5
taro	5	1	0	6
roast	5	0	0	5
adonan	5	0	0	5
afrika	5	2	0	7
gerombolan	5	0	0	5
experience	5	0	0	5
tips	5	0	0	5
kepuasan	5	1	0	6
tofu	5	0	0	5
disodorkan	5	0	0	5
angkat	5	0	0	5
harta	5	0	3	8
dipastikan	5	0	1	6
sodara	5	1	0	6
komputer	5	2	0	7
sumber	5	1	0	6
integritas	5	0	1	6
tali	5	0	0	5
10.000	5	3	0	8
side	5	0	0	5
taktik	5	0	0	5
takjub	5	0	0	5
soda	5	0	0	5
soka	5	0	0	5
karakter	5	1	0	6
star	5	0	0	5
50.000	5	0	0	5
20.000	5	3	1	9
suap	5	0	0	5
kebohongan	5	1	0	6
survey	5	0	0	5
dilalui	5	0	0	5
royal	5	0	0	5
apapun	5	2	1	8
dinasehati	5	2	0	7
smoked	5	0	0	5
brunch	5	0	0	5
melarang	5	0	1	6
melebihi	5	0	1	6
humas	5	0	0	5
seneng	5	0	3	8
semula	5	0	0	5
membalas	5	0	0	5
25k	5	1	0	6
dendeng	5	1	0	6
2an	5	1	0	6
buncis	5	0	0	5
dahsyat	5	0	0	5
dadakan	5	2	0	7
idiot	5	1	0	6
menangis	5	0	0	5
meikarta	5	0	0	5
bidang	5	0	1	6
konsumsi	5	1	0	6
rames	5	0	0	5
dimanjakan	5	1	0	6
aturan	5	2	1	8
bacang	5	1	1	7
diinginkan	5	1	0	6
usia	5	0	2	7
hijab	5	0	0	5
vivo	5	1	3	9
serupa	5	0	0	5
baraga	5	0	0	5
bertingkat	5	0	0	5
homie	5	0	0	5
kejahatan	5	0	0	5
yaah	5	0	0	5
berkat	5	1	0	6
berniat	5	2	0	7
penyakit	5	1	0	6
penyanyi	5	0	2	7
dikeluarkan	5	0	1	6
kelar	5	1	0	6
licik	5	1	0	6
75	5	0	1	6
krisis	5	0	0	5
krispy	5	0	0	5
tabungan	5	0	1	6
kuatir	5	1	0	6
akustik	5	0	0	5
lebay	5	1	0	6
dc	5	0	0	5
muntah	5	0	0	5
terbantu	5	0	2	7
fu	5	0	0	5
layout	5	1	0	6
terbiasa	5	0	0	5
kontak	5	0	2	7
international	5	0	0	5
48	5	0	0	5
menghidangkan	5	0	0	5
kecoak	5	0	0	5
kemana	5	0	0	5
souvenir	5	0	0	5
kertas	5	0	0	5
kesini	5	0	0	5
ketemu	5	0	0	5
mengembalikan	5	1	2	8
suasanya	5	0	0	5
kedap	5	1	0	6
21	5	0	0	5
22	5	1	1	7
membangkitkan	5	0	0	5
android	5	0	1	6
33	5	0	1	6
lazada	5	2	2	9
lelaki	5	0	0	5
ia	5	0	1	6
kupon	5	2	1	8
kongkow-kongkow	5	1	0	6
pc	5	1	0	6
ph	5	0	1	6
dipertimbangkan	5	0	0	5
mertua	5	1	0	6
kurir	5	0	0	5
merapi	5	4	0	9
terpikir	5	1	0	6
mashed	5	1	0	6
kudus	5	1	0	6
medsos	5	7	0	12
transfer	5	1	17	23
>	5	0	0	5
grinningfacewithbigeyes	5	3	0	8
minang	5	0	0	5
mm	5	0	0	5
lembab	5	0	0	5
mostly	5	0	0	5
lembek	5	0	0	5
ig	5	1	0	6
ii	5	0	0	5
lereng	5	0	0	5
terjamin	5	0	1	6
leunca	5	0	0	5
terkejut	5	0	0	5
saudara-saudara	5	1	0	6
bertahun-tahun	5	0	0	5
berputar-putar	5	0	0	5
terkuras	5	0	0	5
mb	5	1	0	6
lotion	5	0	0	5
150.000	5	0	0	5
mabuk	5	0	0	5
tempat-tempat	5	0	0	5
nyaris	5	0	0	5
pesona	5	0	1	6
mmm	5	0	0	5
gofood	5	0	0	5
gokana	5	1	0	6
mui	5	1	0	6
berburu	5	1	0	6
berbuat	5	0	0	5
nol	5	1	1	7
berlangsung	5	0	0	5
ground	5	0	0	5
transjakarta	5	0	0	5
oli	5	0	0	5
misal	5	0	0	5
pdi	5	1	0	6
micin	5	0	0	5
motif	5	0	0	5
bermunculan	5	1	0	6
pendek	5	1	0	6
lil	5	0	0	5
perancis	5	0	0	5
judes	5	1	0	6
kpu	5	1	0	6
french	5	4	0	9
dibayangkan	5	2	0	7
berkali	5	0	2	7
galery	5	0	0	5
berpengaruh	5	0	0	5
ganggu	5	3	0	8
garuda	5	1	1	7
bumbu-bumbu	5	0	0	5
buah-buahan	5	0	0	5
mca	5	0	0	5
genjer	5	2	0	7
pia	5	0	0	5
pin	5	0	0	5
uji	5	1	0	6
sekoteng	5	0	0	5
lain-lainnya	5	0	0	5
barusan	5	1	1	7
sediakan	5	3	0	8
jadoel	5	1	0	6
keberhasilan	5	0	0	5
seimbang	5	1	0	6
tax	5	0	0	5
seh	5	0	0	5
jerman	5	1	0	6
jumpai	5	0	0	5
jutaan	5	0	3	8
tur	5	2	0	7
nyunda	5	0	0	5
kaltim	5	3	0	8
sebarkan	5	0	0	5
mengandalkan	5	0	0	5
perlengkapan	5	0	0	5
reserved	5	1	0	6
perkembangan	5	0	1	6
penang	5	0	0	5
herbal	5	0	0	5
pom	5	0	0	5
pengembalian	5	0	13	18
pemuda	5	0	0	5
rak	5	0	0	5
beehive	5	2	0	7
kalap	5	1	0	6
romantic	5	1	0	6
melon	5	1	0	6
menginginkan	5	0	0	5
ifumie	5	0	0	5
sam	5	0	0	5
tauhid	5	0	0	5
berkembang	5	0	3	8
maxi	5	1	0	6
tolak	5	2	0	7
subroto	5	1	0	6
flash	5	0	0	5
fisik	5	0	0	5
eksklusif	5	0	0	5
provokator	5	0	0	5
pesaing	5	0	0	5
nota	5	0	0	5
srikaya	5	1	0	6
andai	5	0	0	5
ditunjang	5	0	0	5
here	5	0	0	5
datar	5	0	0	5
gantung	5	1	0	6
karuhun	5	1	0	6
extra	5	0	0	5
secepatnya	5	1	0	6
gelisah	5	0	0	5
karmila	5	0	0	5
praktis	5	1	1	7
prancis	5	0	0	5
sedikitpun	5	0	0	5
pranowo	5	0	0	5
situasi	5	1	0	6
selesaikan	5	0	0	5
icon	5	0	0	5
tubuh	5	1	0	6
subsidi	5	0	0	5
olah	5	1	1	7
pergantian	5	0	1	6
penghianat	5	0	0	5
taburan	5	0	0	5
download	5	0	1	6
franchise	5	0	0	5
diwarnai	5	0	0	5
penjajahan	5	0	0	5
ditunggu	5	0	0	5
sirup	5	1	0	6
ucapan	5	0	0	5
tukar	5	3	0	8
padi	5	2	0	7
perhatikan	5	0	0	5
persija	5	0	2	7
angka	5	0	0	5
ditelpon	5	0	2	7
pernyataan	5	2	0	7
fashion	5	0	0	5
permata	5	1	0	6
perpecahan	5	0	0	5
guru	5	1	0	6
persawahan	5	0	0	5
diserang	5	0	0	5
hadi	5	0	0	5
beasiswa	5	0	0	5
berempat	5	2	0	7
stick	5	0	0	5
pdam	5	0	0	5
ahmad	5	0	0	5
keep	5	1	0	6
semahal	5	0	0	5
keok	5	2	0	7
line	5	0	0	5
tahap	5	0	1	6
temen	5	1	1	7
jajaran	5	1	0	6
asparagus	5	0	0	5
duper	5	2	2	9
sangkar	5	1	0	6
dungu	5	2	0	7
lega	5	0	0	5
leci	5	0	0	5
lava	5	0	0	5
saracen	5	0	0	5
dinda	5	0	0	5
chinesse	5	2	0	7
cawapres	5	3	4	12
begitulah	5	0	0	5
begitupun	5	0	0	5
branding	5	0	0	5
hukuman	5	1	0	6
sebagus	5	0	2	7
kudu	5	2	1	8
tauco	5	0	0	5
customer	5	3	0	8
surya	5	0	0	5
buru-buru	5	0	0	5
sugar	5	0	0	5
digemari	5	1	0	6
endus	5	0	0	5
meme	5	0	0	5
kandang	5	2	0	7
imas	5	0	0	5
terderloin	5	0	0	5
dibentuk	5	0	0	5
inul	5	0	0	5
kabinet	5	2	0	7
terfavorit	5	0	0	5
jati	5	0	0	5
deklarasi	5	0	0	5
jendral	5	1	0	6
gourmet	5	1	0	6
mash	5	0	0	5
sumbi	5	1	0	6
tewas	5	1	0	6
sumbu	5	0	0	5
mall	5	0	0	5
winner	5	0	0	5
gunakan	5	3	0	8
kado	5	0	0	5
19.00	5	0	0	5
suram	5	1	0	6
tagline	5	1	0	6
ukiran	5	0	0	5
perangi	5	0	0	5
menyerukan	5	0	0	5
keripik	5	0	0	5
hamparan	5	0	0	5
ambiance	5	0	0	5
reza	5	1	0	6
rest	5	0	0	5
pelopor	5	1	0	6
gramedia	5	1	0	6
pelosok	5	2	0	7
ternama	5	0	0	5
golongan	5	0	0	5
galak	5	1	0	6
terkena	5	0	0	5
gemar	5	1	1	7
artis	5	1	1	7
even	5	0	0	5
rais	5	1	0	6
pembela	5	0	0	5
tergoda	5	0	0	5
senja	5	0	0	5
keparat	5	1	0	6
mewujudkan	5	0	1	6
peminat	5	0	0	5
seram	5	0	1	6
nasionalis	5	0	0	5
tingkah	5	0	0	5
pejuang	5	2	0	7
diskusi	5	0	0	5
alangkah	5	0	0	5
venue	5	2	0	7
jamblang	5	1	0	6
cubit	5	1	0	6
patokan	5	2	0	7
volcano	5	2	0	7
mainstream	5	2	0	7
veteran	5	0	0	5
telpon	5	0	7	12
melindungi	5	0	0	5
graha	5	2	0	7
tembus	5	1	0	6
membohongi	5	0	0	5
dirilis	5	0	0	5
tenaga	5	0	1	6
ketahui	5	0	0	5
sago	5	0	0	5
addictea	5	0	0	5
aktivasi	5	0	0	5
kerumah	5	0	0	5
menentukan	5	2	1	8
asmat	5	0	0	5
hazelnut	5	0	0	5
segel	5	0	0	5
kenceng	5	1	0	6
angklung	5	0	0	5
artistik	5	4	0	9
efisien	5	2	1	8
pola	5	0	0	5
tutut	5	0	0	5
hari-hari	5	0	0	5
tonjok	5	0	0	5
bagaikan	5	0	0	5
tekanan	5	0	1	6
happening	5	0	0	5
pink	5	0	0	5
port	5	1	0	6
gayo	5	1	0	6
eksepsi	5	1	0	6
turut	5	1	1	7
tanjung	5	0	0	5
penanganan	5	1	0	6
kelurga	5	0	0	5
pengamanan	5	0	0	5
tyson	5	0	0	5
berfungsi	5	0	2	7
arang	5	1	0	6
pencuri	5	1	0	6
pendeta	5	0	0	5
abad	4	0	0	4
sunlight	4	0	0	4
waralaba	4	0	0	4
kelip	4	1	0	5
tulis	4	0	0	4
anggrek	4	0	0	4
kunci	4	0	1	5
republik	4	1	0	5
lolos	4	0	0	4
klakson	4	0	0	4
revolusi	4	0	0	4
leleh	4	0	0	4
tetangga	4	0	0	4
baguslah	4	0	0	4
jantung	4	2	0	6
tertulis	4	0	0	4
welldone	4	0	0	4
kelinci	4	0	0	4
whatsapp	4	0	0	4
melek	4	0	0	4
tenggiri	4	0	0	4
samarinda	4	1	0	5
kerak	4	1	0	5
messi	4	0	0	4
salahsatu	4	0	0	4
maystar	4	0	0	4
alfredo	4	0	0	4
browsing	4	2	0	6
__sad__	4	2	1	7
metro	4	0	0	4
traveler	4	0	0	4
angkasa	4	1	0	5
cucok	4	0	0	4
valentine	4	0	0	4
tanjakan	4	0	0	4
disha	4	0	0	4
inggris	4	1	0	5
laris	4	1	0	5
visit	4	0	0	4
sweeping	4	0	0	4
tjendana	4	1	0	5
telak	4	0	0	4
relative	4	0	0	4
swalayan	4	0	0	4
suroboyo	4	0	0	4
klien	4	0	0	4
teteh	4	0	0	4
terbuang	4	0	0	4
luang	4	0	0	4
selangit	4	1	0	5
waduh	4	0	0	4
kejam	4	0	2	6
basement	4	0	0	4
kedip	4	0	0	4
berfikir	4	0	0	4
bangkai	4	0	0	4
kandung	4	0	0	4
average	4	0	0	4
terlewat	4	0	0	4
bambang	4	0	1	5
shashlik	4	0	0	4
ujian	4	0	0	4
bakaran	4	0	2	6
strategi	4	0	2	6
tweet	4	0	0	4
antapani	4	0	0	4
magic	4	0	1	5
setempat	4	0	0	4
kasur	4	0	0	4
ketat	4	0	0	4
cyber	4	0	0	4
bubat	4	0	0	4
berjarak	4	0	0	4
alfamart	4	0	0	4
beranjak	4	0	0	4
kerap	4	0	0	4
unlimited	4	1	0	5
there	4	2	0	6
bernilai	4	0	0	4
think	4	0	0	4
sekalilah	4	0	0	4
matte	4	0	0	4
kedepan	4	0	0	4
rahmatan	4	0	0	4
upaya	4	1	0	5
denny	4	0	0	4
terputus	4	0	0	4
boros	4	0	0	4
lulus	4	0	0	4
timun	4	1	0	5
marly	4	0	0	4
lawas	4	1	0	5
suguhkan	4	1	0	5
komplek	4	0	0	4
matah	4	0	0	4
jangkung	4	1	1	6
miris	4	0	0	4
spot-spot	4	0	0	4
dangkal	4	0	0	4
power	4	0	0	4
garis	4	0	0	4
prawn	4	0	0	4
delapan	4	0	0	4
eastern	4	1	0	5
depresi	4	0	0	4
februari	4	0	3	7
maribaya	4	0	0	4
chili	4	0	0	4
dongkol	4	0	0	4
mangkrak	4	2	0	6
mandarin	4	1	0	5
putar	4	1	0	5
hommy	4	0	0	4
donburi	4	0	0	4
majikan	4	0	0	4
hisit	4	1	0	5
cabut	4	0	0	4
sontoloyo	4	0	0	4
cakap	4	1	0	5
ditutupi	4	0	0	4
mengejar	4	0	0	4
mengarah	4	0	0	4
concept	4	0	0	4
ciduk	4	1	0	5
chips	4	2	0	6
imlek	4	0	0	4
express	4	0	0	4
ditonton	4	0	0	4
sipit	4	1	0	5
sok-sokan	4	0	0	4
plasa	4	1	0	5
sipil	4	0	0	4
crumble	4	0	0	4
gadis	4	0	0	4
point	4	0	0	4
membunuh	4	0	0	4
entahlah	4	0	0	4
pompa	4	0	0	4
lighting	4	0	0	4
maghrib	4	0	0	4
berawal	4	0	0	4
tamu-tamu	4	1	0	5
hentikan	4	0	0	4
hahah	4	1	0	5
heritage	4	1	0	5
sebar	4	1	0	5
rocky	4	1	0	5
hitungan	4	1	1	6
hongkong	4	3	0	7
sayap	4	0	0	4
kediaman	4	0	0	4
riung	4	0	0	4
tangerang	4	0	0	4
rusia	4	0	0	4
rutan	4	0	0	4
dipetik	4	0	0	4
ceria	4	0	0	4
kacamata	4	0	1	5
gubug	4	0	0	4
dinning	4	0	0	4
hajar	4	2	0	6
100k	4	0	0	4
tercantum	4	0	0	4
gesek	4	0	0	4
ratus	4	0	0	4
dicocol	4	2	0	6
larangan	4	1	0	5
hello	4	0	0	4
kwetiauw	4	0	0	4
kwalitas	4	0	0	4
ditukar	4	0	0	4
gerak	4	0	0	4
gesit	4	1	0	5
display	4	0	1	5
digelar	4	1	0	5
digital	4	1	1	6
selai	4	1	0	5
dihibur	4	0	0	4
kesekian	4	0	0	4
dihukum	4	0	0	4
diikuti	4	1	0	5
diingat	4	0	0	4
mengolah	4	1	0	5
petis	4	1	0	5
pesto	4	0	0	4
goyobod	4	1	0	5
supir	4	1	1	6
sumut	4	2	0	6
diadakan	4	1	1	6
penipuan	4	1	0	5
dibagian	4	1	0	5
mantaps	4	0	0	4
cerah	4	2	0	6
penggila	4	0	0	4
